date,route,fuel_consumption_kg
02/12/2019,Dortmund-Frankfurt,5327.73
02/12/2019,Dortmund-Stuttgart,5645.02
02/12/2019,Munich-Frankfurt,4622.01
02/12/2019,Munich-Stuttgart,5628.09
02/12/2019,Frankfurt-Stuttgart,5626.92
02/12/2019,Hamburg-Berlin,5681.63
02/12/2019,Hamburg-Frankfurt,5787.39
02/12/2019,Hamburg-Stuttgart,6180.81
02/12/2019,Hamburg-Munich,5157.56
02/12/2019,Cologne-Berlin,5343.83
02/12/2019,Cologne-Munich,5133.42
02/12/2019,Cologne-Frankfurt,5300.79
02/12/2019,Cologne-Stuttgart,5913.15
03/12/2019,Berlin-Dortmund,4761.99
03/12/2019,Berlin-Munich,4955.58
03/12/2019,Berlin-Frankfurt,5850.87
03/12/2019,Berlin-Stuttgart,5708.01
03/12/2019,Dortmund-Munich,5154.75
03/12/2019,Dortmund-Frankfurt,5641.76
03/12/2019,Dortmund-Stuttgart,5436.49
03/12/2019,Munich-Frankfurt,5900.11
03/12/2019,Munich-Stuttgart,5329.8
03/12/2019,Frankfurt-Stuttgart,5710.25
03/12/2019,Hamburg-Berlin,6356.8
03/12/2019,Hamburg-Frankfurt,5539.24
03/12/2019,Hamburg-Stuttgart,5319.73
03/12/2019,Hamburg-Munich,5588.98
03/12/2019,Cologne-Berlin,5153.89
03/12/2019,Cologne-Munich,6255.19
03/12/2019,Cologne-Frankfurt,5372.03
03/12/2019,Cologne-Stuttgart,5190.83
04/12/2019,Berlin-Dortmund,4965.72
04/12/2019,Berlin-Munich,5738.89
04/12/2019,Berlin-Frankfurt,5646.87
04/12/2019,Berlin-Stuttgart,5101.06
04/12/2019,Dortmund-Munich,5530.58
04/12/2019,Dortmund-Frankfurt,4696.58
04/12/2019,Dortmund-Stuttgart,5373.99
04/12/2019,Munich-Frankfurt,5481.1
04/12/2019,Munich-Stuttgart,5982.93
04/12/2019,Frankfurt-Stuttgart,4991.67
04/12/2019,Hamburg-Berlin,4788.66
04/12/2019,Hamburg-Frankfurt,4941.83
04/12/2019,Hamburg-Stuttgart,4765.37
04/12/2019,Hamburg-Munich,5834.66
04/12/2019,Cologne-Berlin,5919.46
04/12/2019,Cologne-Munich,5428.09
04/12/2019,Cologne-Frankfurt,5788.52
04/12/2019,Cologne-Stuttgart,5353.58
05/12/2019,Berlin-Dortmund,5261.96
05/12/2019,Berlin-Munich,5166.78
05/12/2019,Berlin-Frankfurt,5175.84
05/12/2019,Berlin-Stuttgart,4680.88
05/12/2019,Dortmund-Munich,5405.7
05/12/2019,Dortmund-Frankfurt,5283.87
05/12/2019,Dortmund-Stuttgart,5598.14
05/12/2019,Munich-Frankfurt,5337.41
05/12/2019,Munich-Stuttgart,5234.92
05/12/2019,Frankfurt-Stuttgart,4951.52
05/12/2019,Hamburg-Berlin,5328.86
05/12/2019,Hamburg-Frankfurt,5595.29
05/12/2019,Hamburg-Stuttgart,4842.66
05/12/2019,Hamburg-Munich,5334.99
05/12/2019,Cologne-Berlin,5393.22
05/12/2019,Cologne-Munich,5012.77
05/12/2019,Cologne-Frankfurt,5064.86
05/12/2019,Cologne-Stuttgart,5392.24
06/12/2019,Berlin-Dortmund,4846.63
06/12/2019,Berlin-Munich,5439.97
06/12/2019,Berlin-Frankfurt,4941.86
06/12/2019,Berlin-Stuttgart,5725.14
06/12/2019,Dortmund-Munich,6235.13
06/12/2019,Dortmund-Frankfurt,4955.7
06/12/2019,Dortmund-Stuttgart,5513.68
06/12/2019,Munich-Frankfurt,5009.3
06/12/2019,Munich-Stuttgart,5716.38
06/12/2019,Frankfurt-Stuttgart,4793.9
06/12/2019,Hamburg-Berlin,5492.23
06/12/2019,Hamburg-Frankfurt,4950.8
06/12/2019,Hamburg-Stuttgart,5217.21
06/12/2019,Hamburg-Munich,4887.59
06/12/2019,Cologne-Berlin,5628.94
06/12/2019,Cologne-Munich,4965.21
06/12/2019,Cologne-Frankfurt,5520.79
06/12/2019,Cologne-Stuttgart,5162.36
07/12/2019,Berlin-Dortmund,5254.21
07/12/2019,Berlin-Munich,5359.1
07/12/2019,Berlin-Frankfurt,4995.27
07/12/2019,Berlin-Stuttgart,5384.15
07/12/2019,Dortmund-Munich,5912.13
07/12/2019,Dortmund-Frankfurt,4988.76
07/12/2019,Dortmund-Stuttgart,5768.72
07/12/2019,Munich-Frankfurt,5899.24
07/12/2019,Munich-Stuttgart,4973.54
07/12/2019,Frankfurt-Stuttgart,4717.98
07/12/2019,Hamburg-Berlin,5420.78
07/12/2019,Hamburg-Frankfurt,5081.04
07/12/2019,Hamburg-Stuttgart,6047.44
07/12/2019,Hamburg-Munich,5313.92
07/12/2019,Cologne-Berlin,4979.12
07/12/2019,Cologne-Munich,4841.14
07/12/2019,Cologne-Frankfurt,5735.96
07/12/2019,Cologne-Stuttgart,5071.53
08/12/2019,Berlin-Dortmund,5317.53
08/12/2019,Berlin-Munich,5682.32
08/12/2019,Berlin-Frankfurt,5106.3
08/12/2019,Berlin-Stuttgart,5281.63
08/12/2019,Dortmund-Munich,5293.37
08/12/2019,Dortmund-Frankfurt,5573.33
08/12/2019,Dortmund-Stuttgart,5536.3
08/12/2019,Munich-Frankfurt,5211.95
08/12/2019,Munich-Stuttgart,5325.46
08/12/2019,Frankfurt-Stuttgart,5151.29
08/12/2019,Hamburg-Berlin,4708.96
08/12/2019,Hamburg-Frankfurt,5403.04
08/12/2019,Hamburg-Stuttgart,6056.88
08/12/2019,Hamburg-Munich,4946.51
08/12/2019,Cologne-Berlin,4990.79
08/12/2019,Cologne-Munich,4951.71
08/12/2019,Cologne-Frankfurt,5589.84
08/12/2019,Cologne-Stuttgart,5479.39
09/12/2019,Berlin-Dortmund,5236.58
09/12/2019,Berlin-Munich,4932.79
09/12/2019,Berlin-Frankfurt,5336.95
09/12/2019,Berlin-Stuttgart,4674.15
09/12/2019,Dortmund-Munich,5357.37
09/12/2019,Dortmund-Frankfurt,5648.61
09/12/2019,Dortmund-Stuttgart,4799.52
09/12/2019,Munich-Frankfurt,4686.99
09/12/2019,Munich-Stuttgart,5931.78
09/12/2019,Frankfurt-Stuttgart,5055.3
09/12/2019,Hamburg-Berlin,5754.38
09/12/2019,Hamburg-Frankfurt,5238.4
09/12/2019,Hamburg-Stuttgart,5235.22
09/12/2019,Hamburg-Munich,5475.37
09/12/2019,Cologne-Berlin,4946.4
09/12/2019,Cologne-Munich,5353.0
09/12/2019,Cologne-Frankfurt,5147.4
09/12/2019,Cologne-Stuttgart,4771.8
10/12/2019,Berlin-Dortmund,5434.99
10/12/2019,Berlin-Munich,5194.68
10/12/2019,Berlin-Frankfurt,5237.19
10/12/2019,Berlin-Stuttgart,4815.94
10/12/2019,Dortmund-Munich,5936.56
10/12/2019,Dortmund-Frankfurt,5650.69
10/12/2019,Dortmund-Stuttgart,5685.66
10/12/2019,Munich-Frankfurt,5177.82
10/12/2019,Munich-Stuttgart,4608.33
10/12/2019,Frankfurt-Stuttgart,6081.17
10/12/2019,Hamburg-Berlin,5275.56
10/12/2019,Hamburg-Frankfurt,5000.48
10/12/2019,Hamburg-Stuttgart,5466.72
10/12/2019,Hamburg-Munich,5766.85
10/12/2019,Cologne-Berlin,5290.78
10/12/2019,Cologne-Munich,5811.43
10/12/2019,Cologne-Frankfurt,5733.2
10/12/2019,Cologne-Stuttgart,4869.45
11/12/2019,Berlin-Dortmund,5030.48
11/12/2019,Berlin-Munich,5683.01
11/12/2019,Berlin-Frankfurt,4214.95
11/12/2019,Berlin-Stuttgart,5240.22
11/12/2019,Dortmund-Munich,4727.67
11/12/2019,Dortmund-Frankfurt,5109.38
11/12/2019,Dortmund-Stuttgart,5180.47
11/12/2019,Munich-Frankfurt,5156.7
11/12/2019,Munich-Stuttgart,5079.1
11/12/2019,Frankfurt-Stuttgart,4861.14
11/12/2019,Hamburg-Berlin,6216.76
11/12/2019,Hamburg-Frankfurt,6046.98
11/12/2019,Hamburg-Stuttgart,4835.17
11/12/2019,Hamburg-Munich,5932.85
11/12/2019,Cologne-Berlin,5140.21
11/12/2019,Cologne-Munich,5351.67
11/12/2019,Cologne-Frankfurt,5274.69
11/12/2019,Cologne-Stuttgart,5036.1
12/12/2019,Berlin-Dortmund,5693.54
12/12/2019,Berlin-Munich,5350.35
12/12/2019,Berlin-Frankfurt,5109.38
12/12/2019,Berlin-Stuttgart,4778.16
12/12/2019,Dortmund-Munich,4942.56
12/12/2019,Dortmund-Frankfurt,4643.45
12/12/2019,Dortmund-Stuttgart,5304.89
12/12/2019,Munich-Frankfurt,4821.33
12/12/2019,Munich-Stuttgart,5193.78
12/12/2019,Frankfurt-Stuttgart,5848.04
12/12/2019,Hamburg-Berlin,5779.72
12/12/2019,Hamburg-Frankfurt,5287.09
12/12/2019,Hamburg-Stuttgart,5265.17
12/12/2019,Hamburg-Munich,6051.95
12/12/2019,Cologne-Berlin,5508.3
12/12/2019,Cologne-Munich,5168.88
12/12/2019,Cologne-Frankfurt,4729.59
12/12/2019,Cologne-Stuttgart,5457.55
13/12/2019,Berlin-Dortmund,5631.73
13/12/2019,Berlin-Munich,5047.34
13/12/2019,Berlin-Frankfurt,5416.48
13/12/2019,Berlin-Stuttgart,5154.57
13/12/2019,Dortmund-Munich,5226.39
13/12/2019,Dortmund-Frankfurt,4304.87
13/12/2019,Dortmund-Stuttgart,5211.29
13/12/2019,Munich-Frankfurt,5687.75
13/12/2019,Munich-Stuttgart,5047.44
13/12/2019,Frankfurt-Stuttgart,5321.01
13/12/2019,Hamburg-Berlin,4997.62
13/12/2019,Hamburg-Frankfurt,5444.18
13/12/2019,Hamburg-Stuttgart,5213.39
13/12/2019,Hamburg-Munich,4924.3
13/12/2019,Cologne-Berlin,5833.02
13/12/2019,Cologne-Munich,5671.57
13/12/2019,Cologne-Frankfurt,5058.04
13/12/2019,Cologne-Stuttgart,5499.12
14/12/2019,Berlin-Dortmund,5514.96
14/12/2019,Berlin-Munich,5556.92
14/12/2019,Berlin-Frankfurt,4622.3
14/12/2019,Berlin-Stuttgart,5702.64
14/12/2019,Dortmund-Munich,5072.12
14/12/2019,Dortmund-Frankfurt,5156.87
14/12/2019,Dortmund-Stuttgart,6355.15
14/12/2019,Munich-Frankfurt,5420.75
14/12/2019,Munich-Stuttgart,5145.47
14/12/2019,Frankfurt-Stuttgart,4417.88
14/12/2019,Hamburg-Berlin,5855.91
14/12/2019,Hamburg-Frankfurt,4761.92
14/12/2019,Hamburg-Stuttgart,4898.62
14/12/2019,Hamburg-Munich,5167.46
14/12/2019,Cologne-Berlin,5866.56
14/12/2019,Cologne-Munich,5609.3
14/12/2019,Cologne-Frankfurt,5236.86
14/12/2019,Cologne-Stuttgart,5423.32
15/12/2019,Berlin-Dortmund,5059.85
15/12/2019,Berlin-Munich,5355.86
15/12/2019,Berlin-Frankfurt,5329.33
15/12/2019,Berlin-Stuttgart,5687.51
15/12/2019,Dortmund-Munich,5686.87
15/12/2019,Dortmund-Frankfurt,5497.59
15/12/2019,Dortmund-Stuttgart,5155.06
15/12/2019,Munich-Frankfurt,5596.73
15/12/2019,Munich-Stuttgart,5263.21
15/12/2019,Frankfurt-Stuttgart,4867.23
15/12/2019,Hamburg-Berlin,5138.68
15/12/2019,Hamburg-Frankfurt,5333.81
15/12/2019,Hamburg-Stuttgart,5664.09
15/12/2019,Hamburg-Munich,5226.59
15/12/2019,Cologne-Berlin,4816.32
15/12/2019,Cologne-Munich,5322.7
15/12/2019,Cologne-Frankfurt,5345.38
15/12/2019,Cologne-Stuttgart,5374.34
16/12/2019,Berlin-Dortmund,5667.95
16/12/2019,Berlin-Munich,5707.57
16/12/2019,Berlin-Frankfurt,5062.32
16/12/2019,Berlin-Stuttgart,5053.54
16/12/2019,Dortmund-Munich,4883.92
16/12/2019,Dortmund-Frankfurt,5579.53
16/12/2019,Dortmund-Stuttgart,5879.53
16/12/2019,Munich-Frankfurt,5173.97
16/12/2019,Munich-Stuttgart,5203.43
16/12/2019,Frankfurt-Stuttgart,5886.71
16/12/2019,Hamburg-Berlin,5502.22
16/12/2019,Hamburg-Frankfurt,5474.49
16/12/2019,Hamburg-Stuttgart,4823.63
16/12/2019,Hamburg-Munich,5571.49
16/12/2019,Cologne-Berlin,4928.35
16/12/2019,Cologne-Munich,4846.39
16/12/2019,Cologne-Frankfurt,5161.29
16/12/2019,Cologne-Stuttgart,5065.68
17/12/2019,Berlin-Dortmund,5211.36
17/12/2019,Berlin-Munich,4723.61
17/12/2019,Berlin-Frankfurt,5683.53
17/12/2019,Berlin-Stuttgart,5751.07
17/12/2019,Dortmund-Munich,4521.06
17/12/2019,Dortmund-Frankfurt,5691.38
17/12/2019,Dortmund-Stuttgart,4975.79
17/12/2019,Munich-Frankfurt,5642.79
17/12/2019,Munich-Stuttgart,5272.62
17/12/2019,Frankfurt-Stuttgart,5311.51
17/12/2019,Hamburg-Berlin,5225.96
17/12/2019,Hamburg-Frankfurt,5784.85
17/12/2019,Hamburg-Stuttgart,4804.16
17/12/2019,Hamburg-Munich,5543.14
17/12/2019,Cologne-Berlin,5740.53
17/12/2019,Cologne-Munich,5586.54
17/12/2019,Cologne-Frankfurt,6229.88
17/12/2019,Cologne-Stuttgart,5088.42
18/12/2019,Berlin-Dortmund,5682.92
18/12/2019,Berlin-Munich,5257.56
18/12/2019,Berlin-Frankfurt,5793.36
18/12/2019,Berlin-Stuttgart,5296.92
18/12/2019,Dortmund-Munich,5144.85
18/12/2019,Dortmund-Frankfurt,5822.43
18/12/2019,Dortmund-Stuttgart,5103.38
18/12/2019,Munich-Frankfurt,4734.91
18/12/2019,Munich-Stuttgart,5093.26
18/12/2019,Frankfurt-Stuttgart,5547.61
18/12/2019,Hamburg-Berlin,5856.82
18/12/2019,Hamburg-Frankfurt,5344.45
18/12/2019,Hamburg-Stuttgart,5827.28
18/12/2019,Hamburg-Munich,4756.73
18/12/2019,Cologne-Berlin,5122.69
18/12/2019,Cologne-Munich,5184.57
18/12/2019,Cologne-Frankfurt,5254.18
18/12/2019,Cologne-Stuttgart,5333.64
19/12/2019,Berlin-Dortmund,5576.36
19/12/2019,Berlin-Munich,5122.08
19/12/2019,Berlin-Frankfurt,5355.61
19/12/2019,Berlin-Stuttgart,5281.95
19/12/2019,Dortmund-Munich,4929.64
19/12/2019,Dortmund-Frankfurt,5254.53
19/12/2019,Dortmund-Stuttgart,5242.54
19/12/2019,Munich-Frankfurt,5233.97
19/12/2019,Munich-Stuttgart,5312.7
19/12/2019,Frankfurt-Stuttgart,5330.27
19/12/2019,Hamburg-Berlin,5127.08
19/12/2019,Hamburg-Frankfurt,5809.09
19/12/2019,Hamburg-Stuttgart,4832.21
19/12/2019,Hamburg-Munich,5011.61
19/12/2019,Cologne-Berlin,6411.99
19/12/2019,Cologne-Munich,4884.8
19/12/2019,Cologne-Frankfurt,4758.5
19/12/2019,Cologne-Stuttgart,5593.79
20/12/2019,Berlin-Dortmund,4469.15
20/12/2019,Berlin-Munich,5205.89
20/12/2019,Berlin-Frankfurt,6158.33
20/12/2019,Berlin-Stuttgart,4682.03
20/12/2019,Dortmund-Munich,4507.21
20/12/2019,Dortmund-Frankfurt,4700.33
20/12/2019,Dortmund-Stuttgart,5659.34
20/12/2019,Munich-Frankfurt,5749.91
20/12/2019,Munich-Stuttgart,5094.96
20/12/2019,Frankfurt-Stuttgart,5573.28
20/12/2019,Hamburg-Berlin,5856.1
20/12/2019,Hamburg-Frankfurt,6014.94
20/12/2019,Hamburg-Stuttgart,5201.47
20/12/2019,Hamburg-Munich,4379.41
20/12/2019,Cologne-Berlin,4971.65
20/12/2019,Cologne-Munich,5129.28
20/12/2019,Cologne-Frankfurt,5196.42
20/12/2019,Cologne-Stuttgart,5224.86
21/12/2019,Berlin-Dortmund,5747.56
21/12/2019,Berlin-Munich,5809.77
21/12/2019,Berlin-Frankfurt,5231.33
21/12/2019,Berlin-Stuttgart,5739.39
21/12/2019,Dortmund-Munich,5443.06
21/12/2019,Dortmund-Frankfurt,5325.8
21/12/2019,Dortmund-Stuttgart,5662.62
21/12/2019,Munich-Frankfurt,5328.9
21/12/2019,Munich-Stuttgart,6123.12
21/12/2019,Frankfurt-Stuttgart,4724.64
21/12/2019,Hamburg-Berlin,5093.93
21/12/2019,Hamburg-Frankfurt,5249.39
21/12/2019,Hamburg-Stuttgart,5475.78
21/12/2019,Hamburg-Munich,5807.18
21/12/2019,Cologne-Berlin,5290.24
21/12/2019,Cologne-Munich,4731.11
21/12/2019,Cologne-Frankfurt,5637.01
21/12/2019,Cologne-Stuttgart,5601.98
22/12/2019,Berlin-Dortmund,4523.26
22/12/2019,Berlin-Munich,5298.48
22/12/2019,Berlin-Frankfurt,4663.94
22/12/2019,Berlin-Stuttgart,5034.14
22/12/2019,Dortmund-Munich,4938.88
22/12/2019,Dortmund-Frankfurt,5623.71
22/12/2019,Dortmund-Stuttgart,5346.73
22/12/2019,Munich-Frankfurt,4785.76
22/12/2019,Munich-Stuttgart,5652.03
22/12/2019,Frankfurt-Stuttgart,4726.48
22/12/2019,Hamburg-Berlin,5432.05
22/12/2019,Hamburg-Frankfurt,4974.4
22/12/2019,Hamburg-Stuttgart,5153.73
22/12/2019,Hamburg-Munich,5501.71
22/12/2019,Cologne-Berlin,5508.58
22/12/2019,Cologne-Munich,5834.79
22/12/2019,Cologne-Frankfurt,5267.1
22/12/2019,Cologne-Stuttgart,5422.58
23/12/2019,Berlin-Dortmund,5124.91
23/12/2019,Berlin-Munich,5372.8
23/12/2019,Berlin-Frankfurt,5475.79
23/12/2019,Berlin-Stuttgart,5260.68
23/12/2019,Dortmund-Munich,4578.5
23/12/2019,Dortmund-Frankfurt,5432.59
23/12/2019,Dortmund-Stuttgart,5445.82
23/12/2019,Munich-Frankfurt,5027.93
23/12/2019,Munich-Stuttgart,4786.25
23/12/2019,Frankfurt-Stuttgart,5890.35
23/12/2019,Hamburg-Berlin,5496.58
23/12/2019,Hamburg-Frankfurt,5208.37
23/12/2019,Hamburg-Stuttgart,4845.19
23/12/2019,Hamburg-Munich,4971.27
23/12/2019,Cologne-Berlin,5821.04
23/12/2019,Cologne-Munich,5355.06
23/12/2019,Cologne-Frankfurt,5079.77
23/12/2019,Cologne-Stuttgart,5503.88
24/12/2019,Berlin-Dortmund,4974.24
24/12/2019,Berlin-Munich,5900.34
24/12/2019,Berlin-Frankfurt,5841.12
24/12/2019,Berlin-Stuttgart,5113.37
24/12/2019,Dortmund-Munich,5048.53
24/12/2019,Dortmund-Frankfurt,4252.75
24/12/2019,Dortmund-Stuttgart,4707.37
24/12/2019,Munich-Frankfurt,4764.21
24/12/2019,Munich-Stuttgart,5354.08
24/12/2019,Frankfurt-Stuttgart,5169.51
24/12/2019,Hamburg-Berlin,4761.87
24/12/2019,Hamburg-Frankfurt,5187.53
24/12/2019,Hamburg-Stuttgart,5502.13
24/12/2019,Hamburg-Munich,5511.14
24/12/2019,Cologne-Berlin,4540.13
24/12/2019,Cologne-Munich,5248.69
24/12/2019,Cologne-Frankfurt,4746.66
24/12/2019,Cologne-Stuttgart,5660.69
25/12/2019,Berlin-Dortmund,5613.66
25/12/2019,Berlin-Munich,4940.79
25/12/2019,Berlin-Frankfurt,4993.58
25/12/2019,Berlin-Stuttgart,5115.49
25/12/2019,Dortmund-Munich,4398.88
25/12/2019,Dortmund-Frankfurt,5434.39
25/12/2019,Dortmund-Stuttgart,5190.86
25/12/2019,Munich-Frankfurt,5688.07
25/12/2019,Munich-Stuttgart,4860.64
25/12/2019,Frankfurt-Stuttgart,5052.35
25/12/2019,Hamburg-Berlin,4697.39
25/12/2019,Hamburg-Frankfurt,4898.28
25/12/2019,Hamburg-Stuttgart,4827.21
25/12/2019,Hamburg-Munich,5698.39
25/12/2019,Cologne-Berlin,5020.7
25/12/2019,Cologne-Munich,5349.67
25/12/2019,Cologne-Frankfurt,5147.69
25/12/2019,Cologne-Stuttgart,4792.21
26/12/2019,Berlin-Dortmund,5232.68
26/12/2019,Berlin-Munich,5539.64
26/12/2019,Berlin-Frankfurt,4816.9
26/12/2019,Berlin-Stuttgart,5623.65
26/12/2019,Dortmund-Munich,4960.11
26/12/2019,Dortmund-Frankfurt,5106.81
26/12/2019,Dortmund-Stuttgart,5512.27
26/12/2019,Munich-Frankfurt,5034.63
26/12/2019,Munich-Stuttgart,5315.03
26/12/2019,Frankfurt-Stuttgart,5174.12
26/12/2019,Hamburg-Berlin,5351.75
26/12/2019,Hamburg-Frankfurt,4347.7
26/12/2019,Hamburg-Stuttgart,4568.13
26/12/2019,Hamburg-Munich,5546.39
26/12/2019,Cologne-Berlin,5714.87
26/12/2019,Cologne-Munich,4935.81
26/12/2019,Cologne-Frankfurt,5202.39
26/12/2019,Cologne-Stuttgart,5417.89
27/12/2019,Berlin-Dortmund,5577.29
27/12/2019,Berlin-Munich,4488.93
27/12/2019,Berlin-Frankfurt,4945.58
27/12/2019,Berlin-Stuttgart,5166.97
27/12/2019,Dortmund-Munich,5581.26
27/12/2019,Dortmund-Frankfurt,6299.37
27/12/2019,Dortmund-Stuttgart,5208.8
27/12/2019,Munich-Frankfurt,4737.21
27/12/2019,Munich-Stuttgart,5460.91
27/12/2019,Frankfurt-Stuttgart,5828.4
27/12/2019,Hamburg-Berlin,5343.21
27/12/2019,Hamburg-Frankfurt,4937.34
27/12/2019,Hamburg-Stuttgart,5683.2
27/12/2019,Hamburg-Munich,5565.42
27/12/2019,Cologne-Berlin,4889.57
27/12/2019,Cologne-Munich,5452.57
27/12/2019,Cologne-Frankfurt,5698.91
27/12/2019,Cologne-Stuttgart,5772.76
28/12/2019,Berlin-Dortmund,5273.42
28/12/2019,Berlin-Munich,5156.77
28/12/2019,Berlin-Frankfurt,5790.91
28/12/2019,Berlin-Stuttgart,4815.94
28/12/2019,Dortmund-Munich,5475.43
28/12/2019,Dortmund-Frankfurt,4751.99
28/12/2019,Dortmund-Stuttgart,5726.15
28/12/2019,Munich-Frankfurt,5196.78
28/12/2019,Munich-Stuttgart,5807.43
28/12/2019,Frankfurt-Stuttgart,5496.57
28/12/2019,Hamburg-Berlin,4810.71
28/12/2019,Hamburg-Frankfurt,5869.85
28/12/2019,Hamburg-Stuttgart,5920.5
28/12/2019,Hamburg-Munich,5652.91
28/12/2019,Cologne-Berlin,4995.36
28/12/2019,Cologne-Munich,5177.59
28/12/2019,Cologne-Frankfurt,5358.17
28/12/2019,Cologne-Stuttgart,5018.52
29/12/2019,Berlin-Dortmund,5976.94
29/12/2019,Berlin-Munich,5357.73
29/12/2019,Berlin-Frankfurt,4218.66
29/12/2019,Berlin-Stuttgart,5435.74
29/12/2019,Dortmund-Munich,5160.74
29/12/2019,Dortmund-Frankfurt,5270.03
29/12/2019,Dortmund-Stuttgart,5152.55
29/12/2019,Munich-Frankfurt,5622.82
29/12/2019,Munich-Stuttgart,5747.88
29/12/2019,Frankfurt-Stuttgart,5413.22
29/12/2019,Hamburg-Berlin,5164.28
29/12/2019,Hamburg-Frankfurt,5283.47
29/12/2019,Hamburg-Stuttgart,5307.84
29/12/2019,Hamburg-Munich,4979.03
29/12/2019,Cologne-Berlin,5531.57
29/12/2019,Cologne-Munich,5484.02
29/12/2019,Cologne-Frankfurt,5916.18
29/12/2019,Cologne-Stuttgart,5802.14
30/12/2019,Berlin-Dortmund,5025.73
30/12/2019,Berlin-Munich,5628.12
30/12/2019,Berlin-Frankfurt,4919.62
30/12/2019,Berlin-Stuttgart,5578.37
30/12/2019,Dortmund-Munich,5093.35
30/12/2019,Dortmund-Frankfurt,4890.7
30/12/2019,Dortmund-Stuttgart,5412.02
30/12/2019,Munich-Frankfurt,4230.17
30/12/2019,Munich-Stuttgart,4599.61
30/12/2019,Frankfurt-Stuttgart,5229.0
30/12/2019,Hamburg-Berlin,5332.98
30/12/2019,Hamburg-Frankfurt,5152.27
30/12/2019,Hamburg-Stuttgart,4668.23
30/12/2019,Hamburg-Munich,4972.84
30/12/2019,Cologne-Berlin,5456.48
30/12/2019,Cologne-Munich,5532.71
30/12/2019,Cologne-Frankfurt,5293.51
30/12/2019,Cologne-Stuttgart,5762.73
31/12/2019,Berlin-Dortmund,5458.96
31/12/2019,Berlin-Munich,5001.02
31/12/2019,Berlin-Frankfurt,5187.8
31/12/2019,Berlin-Stuttgart,4738.85
31/12/2019,Dortmund-Munich,5256.74
31/12/2019,Dortmund-Frankfurt,5744.84
31/12/2019,Dortmund-Stuttgart,5574.12
31/12/2019,Munich-Frankfurt,5860.8
31/12/2019,Munich-Stuttgart,5178.85
31/12/2019,Frankfurt-Stuttgart,5838.44
31/12/2019,Hamburg-Berlin,5222.68
31/12/2019,Hamburg-Frankfurt,5888.63
31/12/2019,Hamburg-Stuttgart,5291.26
31/12/2019,Hamburg-Munich,5582.89
31/12/2019,Cologne-Berlin,5890.04
31/12/2019,Cologne-Munich,5222.63
31/12/2019,Cologne-Frankfurt,5387.36
31/12/2019,Cologne-Stuttgart,5815.55
01/01/2020,Berlin-Dortmund,5246.8
01/01/2020,Berlin-Munich,4771.64
01/01/2020,Berlin-Frankfurt,6157.2
01/01/2020,Berlin-Stuttgart,5112.09
01/01/2020,Dortmund-Munich,5363.5
01/01/2020,Dortmund-Frankfurt,5762.4
01/01/2020,Dortmund-Stuttgart,5056.6
01/01/2020,Munich-Frankfurt,4896.85
01/01/2020,Munich-Stuttgart,5401.49
01/01/2020,Frankfurt-Stuttgart,4582.77
01/01/2020,Hamburg-Berlin,5184.84
01/01/2020,Hamburg-Frankfurt,5398.02
01/01/2020,Hamburg-Stuttgart,5192.02
01/01/2020,Hamburg-Munich,4682.62
01/01/2020,Cologne-Berlin,5937.67
01/01/2020,Cologne-Munich,5341.42
01/01/2020,Cologne-Frankfurt,5872.46
01/01/2020,Cologne-Stuttgart,5195.99
02/01/2020,Berlin-Dortmund,4948.0
02/01/2020,Berlin-Munich,5407.67
02/01/2020,Berlin-Frankfurt,5213.69
02/01/2020,Berlin-Stuttgart,4828.9
02/01/2020,Dortmund-Munich,5887.91
02/01/2020,Dortmund-Frankfurt,5051.09
02/01/2020,Dortmund-Stuttgart,4563.89
02/01/2020,Munich-Frankfurt,5831.27
02/01/2020,Munich-Stuttgart,5098.28
02/01/2020,Frankfurt-Stuttgart,5056.87
02/01/2020,Hamburg-Berlin,4593.84
02/01/2020,Hamburg-Frankfurt,5996.38
02/01/2020,Hamburg-Stuttgart,4784.21
02/01/2020,Hamburg-Munich,5323.38
02/01/2020,Cologne-Berlin,5665.05
02/01/2020,Cologne-Munich,5468.69
02/01/2020,Cologne-Frankfurt,5276.14
02/01/2020,Cologne-Stuttgart,4619.33
03/01/2020,Berlin-Dortmund,4976.11
03/01/2020,Berlin-Munich,5375.12
03/01/2020,Berlin-Frankfurt,4985.13
03/01/2020,Berlin-Stuttgart,5381.34
03/01/2020,Dortmund-Munich,5572.7
03/01/2020,Dortmund-Frankfurt,5685.0
03/01/2020,Dortmund-Stuttgart,4809.53
03/01/2020,Munich-Frankfurt,6178.66
03/01/2020,Munich-Stuttgart,5606.99
03/01/2020,Frankfurt-Stuttgart,5299.31
03/01/2020,Hamburg-Berlin,5735.81
03/01/2020,Hamburg-Frankfurt,6246.16
03/01/2020,Hamburg-Stuttgart,4724.51
03/01/2020,Hamburg-Munich,5209.89
03/01/2020,Cologne-Berlin,4348.63
03/01/2020,Cologne-Munich,5377.06
03/01/2020,Cologne-Frankfurt,5446.16
03/01/2020,Cologne-Stuttgart,5284.34
04/01/2020,Berlin-Dortmund,5038.19
04/01/2020,Berlin-Munich,4480.19
04/01/2020,Berlin-Frankfurt,5449.41
04/01/2020,Berlin-Stuttgart,5882.17
04/01/2020,Dortmund-Munich,5063.59
04/01/2020,Dortmund-Frankfurt,5476.02
04/01/2020,Dortmund-Stuttgart,4672.74
